guess	qty	min	max 	ave	    lw/max	p2
cupid	105	1	0871	30.17	03.6	9,037
balmy	105	1	0893	30.17	03.6	9,748
stave	104	1	0449	30.46	07.1	4,797
nerdy	104	1	0441	30.46	07.2	4,797
abuse	104	1	0451	30.46	07.0	4,800
poker	104	1	0485	30.46	06.5	4,842
otter	104	1	0499	30.46	06.4	5,204
steak	104	1	0506	30.46	06.3	5,368
brave	104	1	0551	30.46	05.8	5,461
letup	104	1	0496	30.46	06.4	5,491
decoy	104	1	0488	30.46	06.5	5,662
aided	104	1	0463	30.46	06.8	5,669
ombre	104	1	0524	30.46	06.1	5,717
fiery	104	1	0507	30.46	06.3	5,891
eagle	104	1	0575	30.46	05.5	5,996
puree	104	1	0654	30.46	04.8	6,020
fogie	104	1	0522	30.46	06.1	6,077
prima	104	1	0556	30.46	05.7	6,175
mopey	104	1	0487	30.46	06.5	6,232
begot	104	1	0519	30.46	06.1	6,291
datum	104	1	0638	30.46	05.0	6,372
steed	104	1	0672	30.46	04.7	6,496
curve	104	1	0592	30.46	05.4	6,642
total	104	1	0606	30.46	05.2	6,704
vicar	104	1	0627	30.46	05.1	6,729
girly	104	1	0626	30.46	05.1	6,822
prank	104	1	0666	30.46	04.8	6,878
mourn	104	1	0698	30.46	04.5	6,972
graft	104	1	0707	30.46	04.5	7,113
sewer	104	1	0716	30.46	04.4	7,167
bronc	104	1	0737	30.46	04.3	7,471
welsh	104	1	0589	30.46	05.4	7,520
pound	104	1	0810	30.46	03.9	7,707
meted	104	1	0766	30.46	04.1	7,883
bowed	104	1	0699	30.46	04.5	7,926
trunk	104	1	0748	30.46	04.2	7,961
greed	104	1	0809	30.46	03.9	8,198
sweet	104	1	0770	30.46	04.1	8,283
group	104	1	0789	30.46	04.0	8,307
blind	104	1	0844	30.46	03.8	8,339
chemo	104	1	0689	30.46	04.6	8,591
fount	104	1	0838	30.46	03.8	8,667
month	104	1	0841	30.46	03.8	8,702
burly	104	1	0743	30.46	04.3	8,821
blunt	104	1	0836	30.46	03.8	8,890
dimly	104	1	0831	30.46	03.8	8,922
motor	104	1	0864	30.46	03.7	9,624
phony	104	1	0920	30.46	03.4	9,963
bingo	104	1	0901	30.46	03.5	10,595
crump	104	1	0926	30.46	03.4	10,650
afore	103	1	0315	30.76	10.1	3,316
other	103	1	0393	30.76	08.1	3,692
airer	103	1	0368	30.76	08.6	3,772
ashen	103	1	0344	30.76	09.2	3,825
token	103	1	0427	30.76	07.4	4,507
ochre	103	1	0459	30.76	06.9	5,006
scald	103	1	0569	30.76	05.6	5,008
flyer	103	1	0454	30.76	07.0	5,197
covet	103	1	0502	30.76	06.3	5,269
ester	103	1	0551	30.76	05.8	5,294
buyer	103	1	0467	30.76	06.8	5,495
voice	103	1	0495	30.76	06.4	5,562
rager	103	1	0543	30.76	05.8	5,576
hover	103	1	0533	30.76	05.9	5,621
twice	103	1	0533	30.76	05.9	5,687
mower	103	1	0553	30.76	05.7	5,719
knead	103	1	0493	30.76	06.4	5,752
lycra	103	1	0509	30.76	06.2	5,762
leafy	103	1	0537	30.76	05.9	5,803
dread	103	1	0545	30.76	05.8	5,811
famed	103	1	0560	30.76	05.7	5,895
shave	103	1	0480	30.76	06.6	6,015
tonic	103	1	0657	30.76	04.8	6,056
paved	103	1	0599	30.76	05.3	6,188
rodeo	103	1	0622	30.76	05.1	6,205
matte	103	1	0533	30.76	05.9	6,231
visor	103	1	0596	30.76	05.3	6,275
rupee	103	1	0654	30.76	04.8	6,304
freak	103	1	0496	30.76	06.4	6,356
wreak	103	1	0516	30.76	06.1	6,445
egret	103	1	0660	30.76	04.8	6,455
beach	103	1	0529	30.76	06.0	6,512
vitro	103	1	0631	30.76	05.0	6,645
women	103	1	0553	30.76	05.7	6,765
primo	103	1	0661	30.76	04.8	6,849
genre	103	1	0701	30.76	04.5	6,995
locus	103	1	0698	30.76	04.5	7,064
sheen	103	1	0655	30.76	04.8	7,114
fetus	103	1	0578	30.76	05.5	7,332
pricy	103	1	0716	30.76	04.4	7,346
shark	103	1	0665	30.76	04.8	7,396
ruder	103	1	0684	30.76	04.6	7,441
conga	103	1	0651	30.76	04.9	7,460
cheer	103	1	0732	30.76	04.3	7,655
cloth	103	1	0760	30.76	04.2	7,670
ingot	103	1	0725	30.76	04.4	7,788
pudge	103	1	0698	30.76	04.5	7,796
pence	103	1	0749	30.76	04.2	7,996
amigo	103	1	0582	30.76	05.4	7,999
ruing	103	1	0756	30.76	04.2	8,147
trout	103	1	0779	30.76	04.1	8,263
given	103	1	0711	30.76	04.5	8,384
misty	103	1	0795	30.76	04.0	8,395
lurch	103	1	0725	30.76	04.4	8,428
donor	103	1	0790	30.76	04.0	8,556
gusto	103	1	0782	30.76	04.1	8,596
minty	103	1	0827	30.76	03.8	8,727
shawl	103	1	0794	30.76	04.0	8,779
spiny	103	1	0855	30.76	03.7	8,791
vigor	103	1	0781	30.76	04.1	8,900
match	103	1	0853	30.76	03.7	9,030
shank	103	1	0823	30.76	03.9	9,150
bonus	103	1	0852	30.76	03.7	9,156
bound	103	1	0896	30.76	03.5	9,192
stink	103	1	0868	30.76	03.7	9,228
slick	103	1	0872	30.76	03.6	9,249
bleed	103	1	0859	30.76	03.7	9,261
futon	103	1	0838	30.76	03.8	9,280
blank	103	1	0864	30.76	03.7	9,677
trust	103	1	0885	30.76	03.6	9,800
boing	103	1	0901	30.76	03.5	9,858
album	103	1	0841	30.76	03.8	10,105
thing	103	1	0924	30.76	03.4	10,153
filth	103	1	0907	30.76	03.5	10,243
chalk	103	1	0937	30.76	03.4	10,856
boron	103	1	0931	30.76	03.4	11,395
ogler	102	1	0401	31.06	07.9	3,896
ashed	102	1	0389	31.06	08.1	4,126
easel	102	1	0456	31.06	07.0	4,228
adobe	102	1	0370	31.06	08.6	4,258
style	102	1	0402	31.06	07.9	4,305
adios	102	1	0410	31.06	07.7	4,501
cease	102	1	0489	31.06	06.5	4,814
ached	102	1	0471	31.06	06.7	5,000
infer	102	1	0479	31.06	06.6	5,061
ascot	102	1	0488	31.06	06.5	5,070
irony	102	1	0539	31.06	05.9	5,081
eager	102	1	0543	31.06	05.8	5,145
suave	102	1	0464	31.06	06.8	5,234
irked	102	1	0528	31.06	06.0	5,331
dated	102	1	0526	31.06	06.0	5,424
ogled	102	1	0521	31.06	06.1	5,505
wiper	102	1	0552	31.06	05.7	5,552
leaky	102	1	0527	31.06	06.0	5,697
drank	102	1	0591	31.06	05.4	5,812
impel	102	1	0543	31.06	05.8	5,919
ovine	102	1	0501	31.06	06.3	6,129
fraud	102	1	0601	31.06	05.3	6,148
hovel	102	1	0527	31.06	06.0	6,186
clerk	102	1	0518	31.06	06.1	6,281
voila	102	1	0535	31.06	05.9	6,447
skirt	102	1	0660	31.06	04.8	6,537
swirl	102	1	0601	31.06	05.3	6,564
vague	102	1	0539	31.06	05.9	6,932
incur	102	1	0670	31.06	04.7	6,956
flour	102	1	0662	31.06	04.8	7,060
steep	102	1	0704	31.06	04.5	7,473
spurn	102	1	0708	31.06	04.5	7,558
gloam	102	1	0662	31.06	04.8	7,560
mowed	102	1	0673	31.06	04.7	7,619
creme	102	1	0732	31.06	04.3	7,637
vegan	102	1	0571	31.06	05.6	7,718
throb	102	1	0728	31.06	04.4	7,734
spume	102	1	0627	31.06	05.1	7,757
vocal	102	1	0692	31.06	04.6	8,083
humor	102	1	0762	31.06	04.2	8,168
petit	102	1	0659	31.06	04.8	8,217
whorl	102	1	0701	31.06	04.5	8,422
rough	102	1	0781	31.06	04.1	8,457
gamut	102	1	0789	31.06	04.0	8,466
child	102	1	0837	31.06	03.8	8,495
mound	102	1	0863	31.06	03.7	8,694
arbor	102	1	0694	31.06	04.6	8,731
shiny	102	1	0851	31.06	03.7	8,755
crimp	102	1	0821	31.06	03.9	8,840
spank	102	1	0813	31.06	03.9	9,083
chirp	102	1	0830	31.06	03.8	9,095
freed	102	1	0849	31.06	03.7	9,180
truck	102	1	0833	31.06	03.8	9,257
scamp	102	1	0832	31.06	03.8	9,286
brush	102	1	0831	31.06	03.8	9,297
sight	102	1	0911	31.06	03.5	9,514
canal	102	1	0884	31.06	03.6	9,523
fluid	102	1	0889	31.06	03.6	9,777
swank	102	1	0901	31.06	03.5	10,885
downy	102	1	0947	31.06	03.4	10,896
pouch	102	1	0998	31.06	03.2	11,382
pinch	102	1	1012	31.06	03.1	11,492
black	102	1	0972	31.06	03.3	11,524
flack	102	1	0997	31.06	03.2	12,391
relic	101	1	0362	31.37	08.8	3,820
stoke	101	1	0449	31.37	07.1	4,933
image	101	1	0425	31.37	07.5	5,156
trawl	101	1	0547	31.37	05.8	5,289
retro	101	1	0499	31.37	06.4	5,627
crier	101	1	0564	31.37	05.6	5,712
truer	101	1	0561	31.37	05.7	5,721
aorta	101	1	0552	31.37	05.7	5,768
aboil	101	1	0493	31.37	06.4	5,998
maven	101	1	0536	31.37	05.9	6,027
mover	101	1	0573	31.37	05.5	6,164
niche	101	1	0513	31.37	06.2	6,175
knelt	101	1	0549	31.37	05.8	6,274
about	101	1	0505	31.37	06.3	6,345
clove	101	1	0530	31.37	06.0	6,437
passe	101	1	0524	31.37	06.1	6,513
derby	101	1	0576	31.37	05.5	6,514
waged	101	1	0602	31.37	05.3	6,517
crawl	101	1	0654	31.37	04.8	6,674
wince	101	1	0574	31.37	05.5	6,692
toast	101	1	0628	31.37	05.0	6,696
roger	101	1	0616	31.37	05.1	6,768
topic	101	1	0677	31.37	04.7	6,850
gnome	101	1	0560	31.37	05.7	6,887
rusty	101	1	0657	31.37	04.8	6,949
upend	101	1	0586	31.37	05.4	6,956
tided	101	1	0666	31.37	04.8	7,172
betel	101	1	0677	31.37	04.7	7,173
vault	101	1	0701	31.37	04.5	7,204
cleft	101	1	0596	31.37	05.3	7,206
algae	101	1	0575	31.37	05.5	7,242
neigh	101	1	0586	31.37	05.4	7,270
hotly	101	1	0726	31.37	04.4	7,397
beset	101	1	0718	31.37	04.4	7,461
suede	101	1	0710	31.37	04.5	7,473
forty	101	1	0706	31.37	04.5	7,499
prism	101	1	0727	31.37	04.4	7,508
glove	101	1	0595	31.37	05.3	7,599
serve	101	1	0740	31.37	04.3	7,821
verse	101	1	0740	31.37	04.3	7,959
choke	101	1	0597	31.37	05.3	7,972
titan	101	1	0726	31.37	04.4	8,346
wurst	101	1	0786	31.37	04.0	8,347
carry	101	1	0757	31.37	04.2	8,584
vapid	101	1	0730	31.37	04.3	8,588
notch	101	1	0825	31.37	03.8	8,748
wordy	101	1	0776	31.37	04.1	8,758
macho	101	1	0741	31.37	04.3	8,874
throw	101	1	0793	31.37	04.0	8,951
ghost	101	1	0852	31.37	03.7	8,974
moldy	101	1	0816	31.37	03.9	9,028
morph	101	1	0829	31.37	03.8	9,296
porky	101	1	0821	31.37	03.9	9,300
snoot	101	1	0887	31.37	03.6	9,730
glamp	101	1	0879	31.37	03.6	10,063
pitch	101	1	0956	31.37	03.3	10,699
think	101	1	0970	31.37	03.3	11,136
shack	101	1	0940	31.37	03.4	11,516
hiree	100	1	0566	31.68	05.6	5,075
often	100	1	0451	31.68	07.0	5,246
scold	100	1	0594	31.68	05.3	5,732
loose	100	1	0507	31.68	06.3	5,768
tiara	100	1	0590	31.68	05.4	5,873
stoic	100	1	0597	31.68	05.3	5,889
drawl	100	1	0585	31.68	05.4	5,892
straw	100	1	0603	31.68	05.3	6,164
decaf	100	1	0513	31.68	06.2	6,211
waken	100	1	0547	31.68	05.8	6,491
doted	100	1	0597	31.68	05.3	6,528
smoke	100	1	0552	31.68	05.7	6,564
vapor	100	1	0601	31.68	05.3	6,599
synod	100	1	0678	31.68	04.7	6,614
lousy	100	1	0707	31.68	04.5	6,908
rebuy	100	1	0539	31.68	05.9	6,938
angry	100	1	0603	31.68	05.3	6,955
semen	100	1	0664	31.68	04.8	7,063
tarry	100	1	0669	31.68	04.7	7,188
leave	100	1	0661	31.68	04.8	7,260
talky	100	1	0711	31.68	04.5	7,383
salad	100	1	0745	31.68	04.3	7,413
liege	100	1	0680	31.68	04.7	7,499
perky	100	1	0552	31.68	05.7	7,511
elfin	100	1	0649	31.68	04.9	7,685
polka	100	1	0641	31.68	04.9	7,790
ancho	100	1	0632	31.68	05.0	7,812
tawny	100	1	0725	31.68	04.4	7,842
wiped	100	1	0705	31.68	04.5	7,846
femur	100	1	0607	31.68	05.2	7,853
genie	100	1	0732	31.68	04.3	7,908
being	100	1	0623	31.68	05.1	8,029
bendy	100	1	0610	31.68	05.2	8,064
lusty	100	1	0786	31.68	04.0	8,369
sumac	100	1	0767	31.68	04.1	8,579
sting	100	1	0819	31.68	03.9	8,691
scrum	100	1	0784	31.68	04.0	9,049
ledge	100	1	0845	31.68	03.8	9,348
troop	100	1	0832	31.68	03.8	9,492
bring	100	1	0839	31.68	03.8	9,601
mocha	100	1	0741	31.68	04.3	9,712
tough	100	1	0886	31.68	03.6	9,810
hocus	100	1	0889	31.68	03.6	10,175
tweed	100	1	0869	31.68	03.7	10,194
flank	100	1	0887	31.68	03.6	10,699
cumin	100	1	0954	31.68	03.3	10,878
slump	100	1	0991	31.68	03.2	11,576
shown	100	1	0987	31.68	03.2	11,666
bogus	100	1	0956	31.68	03.3	11,805
shoot	100	1	1039	31.68	03.1	12,293
sooth	100	1	1039	31.68	03.1	12,324
clump	100	1	1070	31.68	03.0	13,297
bulgy	100	1	1181	31.68	02.7	15,731
maker	99	1	0468	32.00	06.8	4,600
foyer	99	1	0405	32.00	07.8	4,953
rehab	99	1	0421	32.00	07.5	5,076
agree	99	1	0543	32.00	05.8	5,152
adopt	99	1	0478	32.00	06.6	5,206
faker	99	1	0496	32.00	06.4	5,241
yield	99	1	0463	32.00	06.8	5,261
skied	99	1	0547	32.00	05.8	5,447
haven	99	1	0499	32.00	06.4	5,734
typed	99	1	0536	32.00	05.9	5,829
surer	99	1	0556	32.00	05.7	5,856
liked	99	1	0585	32.00	05.4	6,019
reify	99	1	0495	32.00	06.4	6,023
unarm	99	1	0572	32.00	05.5	6,282
toted	99	1	0597	32.00	05.3	6,334
leery	99	1	0492	32.00	06.4	6,403
speak	99	1	0572	32.00	05.5	6,987
skein	99	1	0626	32.00	05.1	7,052
duvet	99	1	0663	32.00	04.8	7,133
purer	99	1	0654	32.00	04.8	7,545
briny	99	1	0711	32.00	04.5	7,616
ratty	99	1	0669	32.00	04.7	7,670
graph	99	1	0696	32.00	04.6	7,730
chief	99	1	0631	32.00	05.0	7,798
apart	99	1	0745	32.00	04.3	8,003
sever	99	1	0740	32.00	04.3	8,015
ambit	99	1	0672	32.00	04.7	8,059
hound	99	1	0804	32.00	03.9	8,152
psalm	99	1	0745	32.00	04.3	8,204
ebony	99	1	0738	32.00	04.3	8,205
doubt	99	1	0783	32.00	04.1	8,226
hived	99	1	0714	32.00	04.4	8,373
armor	99	1	0682	32.00	04.7	8,507
taunt	99	1	0784	32.00	04.0	8,810
merge	99	1	0796	32.00	04.0	8,816
syrup	99	1	0772	32.00	04.1	8,871
input	99	1	0821	32.00	03.9	9,067
soupy	99	1	0857	32.00	03.7	9,128
fubar	99	1	0738	32.00	04.3	9,151
spicy	99	1	0864	32.00	03.7	9,439
thong	99	1	0873	32.00	03.6	9,763
suing	99	1	0904	32.00	03.5	9,831
prick	99	1	0873	32.00	03.6	10,260
wrong	99	1	0874	32.00	03.6	10,343
grown	99	1	0874	32.00	03.6	10,436
robot	99	1	0896	32.00	03.5	10,724
gutsy	99	1	0950	32.00	03.3	10,872
musty	99	1	0950	32.00	03.3	11,255
busty	99	1	0956	32.00	03.3	11,541
blush	99	1	0992	32.00	03.2	11,873
aerie	98	1	0368	32.33	08.6	3,442
latex	98	1	0438	32.33	07.2	4,732
riser	98	1	0490	32.33	06.5	5,096
screw	98	1	0536	32.33	05.9	5,468
caked	98	1	0532	32.33	06.0	5,522
wafer	98	1	0528	32.33	06.0	5,548
biker	98	1	0529	32.33	06.0	5,875
adder	98	1	0545	32.33	05.8	6,006
felon	98	1	0515	32.33	06.2	6,035
snarf	98	1	0580	32.33	05.5	6,136
lapel	98	1	0544	32.33	05.8	6,258
roper	98	1	0580	32.33	05.5	6,351
baked	98	1	0574	32.33	05.5	6,442
homey	98	1	0468	32.33	06.8	6,569
elide	98	1	0675	32.33	04.7	6,799
habit	98	1	0649	32.33	04.9	6,873
umber	98	1	0591	32.33	05.4	6,918
veldt	98	1	0620	32.33	05.1	6,945
sheaf	98	1	0578	32.33	05.5	6,962
totem	98	1	0579	32.33	05.5	7,185
redid	98	1	0627	32.33	05.1	7,263
nacho	98	1	0632	32.33	05.0	7,280
unsay	98	1	0625	32.33	05.1	7,287
belie	98	1	0682	32.33	04.7	7,382
piked	98	1	0662	32.33	04.8	7,384
teeny	98	1	0589	32.33	05.4	7,724
elect	98	1	0588	32.33	05.4	7,826
piece	98	1	0710	32.33	04.5	7,865
sigma	98	1	0657	32.33	04.8	8,046
droid	98	1	0726	32.33	04.4	8,120
tithe	98	1	0637	32.33	05.0	8,162
acing	98	1	0694	32.33	04.6	8,175
tunic	98	1	0788	32.33	04.0	8,300
stamp	98	1	0758	32.33	04.2	8,314
revel	98	1	0726	32.33	04.4	8,449
legal	98	1	0575	32.33	05.5	8,463
laugh	98	1	0768	32.33	04.1	8,493
gaudy	98	1	0733	32.33	04.3	8,623
dogma	98	1	0685	32.33	04.6	8,745
shirk	98	1	0756	32.33	04.2	8,801
tutor	98	1	0779	32.33	04.1	8,831
flash	98	1	0780	32.33	04.1	8,925
tween	98	1	0756	32.33	04.2	9,003
seven	98	1	0782	32.33	04.1	9,186
snack	98	1	0814	32.33	03.9	9,232
human	98	1	0769	32.33	04.1	9,376
burka	98	1	0726	32.33	04.4	9,587
brink	98	1	0850	32.33	03.7	10,131
begun	98	1	0695	32.33	04.6	10,174
brown	98	1	0849	32.33	03.7	10,239
forum	98	1	0867	32.33	03.7	10,353
mangy	98	1	0876	32.33	03.6	10,424
pithy	98	1	0906	32.33	03.5	10,473
frack	98	1	0854	32.33	03.7	10,518
strut	98	1	0885	32.33	03.6	10,759
slunk	98	1	0933	32.33	03.4	10,808
clink	98	1	0953	32.33	03.3	11,022
unfit	98	1	0922	32.33	03.4	11,030
blood	98	1	1089	32.33	02.9	13,982
punch	98	1	1110	32.33	02.9	14,007
eased	97	1	0519	32.66	06.1	5,133
usage	97	1	0476	32.66	06.7	5,256
hiker	97	1	0481	32.66	06.6	5,328
olive	97	1	0446	32.66	07.1	5,687
erode	97	1	0622	32.66	05.1	5,867
ladle	97	1	0572	32.66	05.5	6,015
salvo	97	1	0589	32.66	05.4	6,503
utter	97	1	0561	32.66	05.7	6,570
rearm	97	1	0546	32.66	05.8	6,585
amity	97	1	0582	32.66	05.4	6,715
ardor	97	1	0585	32.66	05.4	6,909
brier	97	1	0625	32.66	05.1	6,970
terry	97	1	0535	32.66	05.9	7,147
label	97	1	0596	32.66	05.3	7,191
rheum	97	1	0529	32.66	06.0	7,329
paean	97	1	0572	32.66	05.5	7,331
odeum	97	1	0506	32.66	06.3	7,372
tulle	97	1	0571	32.66	05.6	7,411
start	97	1	0675	32.66	04.7	7,450
allot	97	1	0606	32.66	05.2	7,460
fakir	97	1	0640	32.66	05.0	7,538
tweak	97	1	0564	32.66	05.6	7,692
pipet	97	1	0659	32.66	04.8	7,785
deify	97	1	0590	32.66	05.4	7,878
unfed	97	1	0650	32.66	04.9	7,983
right	97	1	0724	32.66	04.4	7,989
prong	97	1	0756	32.66	04.2	8,232
slimy	97	1	0786	32.66	04.0	8,267
dorky	97	1	0739	32.66	04.3	8,314
deuce	97	1	0773	32.66	04.1	8,377
moved	97	1	0705	32.66	04.5	8,450
aroma	97	1	0682	32.66	04.7	8,483
lever	97	1	0726	32.66	04.4	8,605
dusty	97	1	0761	32.66	04.2	8,631
speed	97	1	0790	32.66	04.0	8,653
lanky	97	1	0781	32.66	04.1	8,719
stack	97	1	0770	32.66	04.1	8,812
brisk	97	1	0762	32.66	04.2	8,933
frank	97	1	0758	32.66	04.2	8,963
folic	97	1	0778	32.66	04.1	9,008
bipod	97	1	0799	32.66	04.0	9,066
would	97	1	0822	32.66	03.9	9,151
rumba	97	1	0702	32.66	04.5	9,291
pivot	97	1	0801	32.66	04.0	9,455
sheep	97	1	0802	32.66	04.0	9,560
spawn	97	1	0804	32.66	03.9	9,598
vowed	97	1	0775	32.66	04.1	10,010
sewed	97	1	0881	32.66	03.6	10,075
flask	97	1	0874	32.66	03.6	10,769
moron	97	1	0908	32.66	03.5	11,528
balky	97	1	0950	32.66	03.3	11,688
stunk	97	1	0964	32.66	03.3	11,746
chaat	97	1	0999	32.66	03.2	12,199
champ	97	1	0968	32.66	03.3	12,415
boost	97	1	1011	32.66	03.1	12,437
bilgy	97	1	1017	32.66	03.1	12,831
clunk	97	1	1025	32.66	03.1	12,921
stump	97	1	1033	32.66	03.1	12,925
munch	97	1	1152	32.66	02.8	15,165
shuck	97	1	1253	32.66	02.5	17,396
oaken	96	1	0312	33.00	10.2	4,092
ovate	96	1	0336	33.00	09.4	4,391
naked	96	1	0493	33.00	06.4	5,122
razed	96	1	0530	33.00	06.0	5,386
arena	96	1	0466	33.00	06.8	5,412
craze	96	1	0489	33.00	06.5	5,412
overt	96	1	0477	33.00	06.6	5,743
hyper	96	1	0476	33.00	06.7	5,889
ruler	96	1	0517	33.00	06.1	5,944
graze	96	1	0527	33.00	06.0	6,227
hyena	96	1	0557	33.00	05.7	6,355
movie	96	1	0520	33.00	06.1	6,842
order	96	1	0622	33.00	05.1	6,918
pious	96	1	0623	33.00	05.1	6,984
aural	96	1	0636	33.00	05.0	7,414
siege	96	1	0651	33.00	04.9	7,503
prawn	96	1	0677	33.00	04.7	7,596
lefty	96	1	0608	33.00	05.2	7,776
swarm	96	1	0690	33.00	04.6	8,123
woken	96	1	0592	33.00	05.4	8,141
brawl	96	1	0717	33.00	04.4	8,175
vowel	96	1	0636	33.00	05.0	8,236
sling	96	1	0797	33.00	04.0	8,362
sleek	96	1	0732	33.00	04.3	8,426
untag	96	1	0691	33.00	04.6	8,434
veiny	96	1	0666	33.00	04.8	8,436
sheik	96	1	0678	33.00	04.7	8,441
flesh	96	1	0657	33.00	04.8	8,699
wanly	96	1	0779	33.00	04.1	8,709
sedge	96	1	0794	33.00	04.0	8,748
aping	96	1	0698	33.00	04.5	8,816
flume	96	1	0649	33.00	04.9	8,847
segue	96	1	0730	33.00	04.3	8,852
creek	96	1	0786	33.00	04.0	8,916
epoch	96	1	0714	33.00	04.4	8,995
hence	96	1	0753	33.00	04.2	9,023
never	96	1	0759	33.00	04.2	9,103
color	96	1	0780	33.00	04.1	9,150
alarm	96	1	0758	33.00	04.2	9,220
tally	96	1	0791	33.00	04.0	9,301
woman	96	1	0723	33.00	04.4	9,381
light	96	1	0831	33.00	03.8	9,407
rowdy	96	1	0776	33.00	04.1	9,416
friar	96	1	0726	33.00	04.4	9,512
parry	96	1	0797	33.00	04.0	9,613
booed	96	1	0762	33.00	04.2	9,634
stomp	96	1	0833	33.00	03.8	9,640
grimy	96	1	0820	33.00	03.9	9,714
amply	96	1	0837	33.00	03.8	10,112
wooed	96	1	0806	33.00	03.9	10,685
watch	96	1	0891	33.00	03.6	10,728
shaky	96	1	0855	33.00	03.7	10,791
dutch	96	1	0911	33.00	03.5	10,899
stung	96	1	0931	33.00	03.4	11,142
verge	96	1	0915	33.00	03.5	11,499
banal	96	1	0961	33.00	03.3	11,769
sloop	96	1	0957	33.00	03.3	11,795
grump	96	1	0993	33.00	03.2	13,034
inlay	95	1	0550	33.35	05.8	6,435
diode	95	1	0525	33.35	06.0	6,605
omega	95	1	0439	33.35	07.2	6,702
bicep	95	1	0581	33.35	05.5	6,740
atria	95	1	0590	33.35	05.4	6,854
stork	95	1	0628	33.35	05.0	6,897
basic	95	1	0607	33.35	05.2	6,907
fused	95	1	0627	33.35	05.1	7,233
shove	95	1	0566	33.35	05.6	7,407
retry	95	1	0535	33.35	05.9	7,466
glaze	95	1	0559	33.35	05.7	7,569
odder	95	1	0622	33.35	05.1	7,588
hydro	95	1	0654	33.35	04.8	7,828
fogey	95	1	0523	33.35	06.1	7,836
agony	95	1	0626	33.35	05.1	7,941
sprig	95	1	0718	33.35	04.4	8,013
posse	95	1	0583	33.35	05.4	8,027
elude	95	1	0717	33.35	04.4	8,185
coded	95	1	0667	33.35	04.8	8,289
waved	95	1	0696	33.35	04.6	8,504
brawn	95	1	0735	33.35	04.3	8,630
bitsy	95	1	0805	33.35	03.9	8,771
theta	95	1	0608	33.35	05.2	8,817
tacit	95	1	0744	33.35	04.3	8,832
pouty	95	1	0799	33.35	04.0	8,856
smirk	95	1	0744	33.35	04.3	8,954
nerve	95	1	0759	33.35	04.2	8,979
woven	95	1	0652	33.35	04.9	9,068
snaky	95	1	0774	33.35	04.1	9,091
corky	95	1	0802	33.35	04.0	9,491
sally	95	1	0833	33.35	03.8	9,787
proto	95	1	0832	33.35	03.8	9,902
minus	95	1	0869	33.35	03.7	9,937
beige	95	1	0813	33.35	03.9	9,993
feted	95	1	0851	33.35	03.7	10,011
mousy	95	1	0881	33.35	03.6	10,036
cling	95	1	0883	33.35	03.6	10,042
tying	95	1	0864	33.35	03.7	10,162
shrug	95	1	0824	33.35	03.8	10,172
found	95	1	0903	33.35	03.5	10,224
frisk	95	1	0830	33.35	03.8	10,349
debug	95	1	0763	33.35	04.2	10,424
mania	95	1	0843	33.35	03.8	10,727
wrack	95	1	0851	33.35	03.7	10,804
campy	95	1	0893	33.35	03.6	10,982
scoot	95	1	0925	33.35	03.4	11,143
balsa	95	1	0924	33.35	03.4	11,348
mogul	95	1	0949	33.35	03.3	11,497
bling	95	1	0999	33.35	03.2	12,314
shock	95	1	1047	33.35	03.0	13,601
rugby	95	1	0985	33.35	03.2	13,826
spunk	95	1	1121	33.35	02.8	14,768
broom	95	1	1101	33.35	02.9	15,445
stove	94	1	0457	33.70	06.9	5,831
cyber	94	1	0470	33.70	06.7	5,952
exalt	94	1	0536	33.70	05.9	6,467
waver	94	1	0584	33.70	05.4	6,469
disco	94	1	0592	33.70	05.4	6,474
maybe	94	1	0484	33.70	06.6	6,507
noose	94	1	0557	33.70	05.7	6,779
addle	94	1	0572	33.70	05.5	6,823
riper	94	1	0603	33.70	05.3	6,896
unsee	94	1	0617	33.70	05.1	7,073
fresh	94	1	0544	33.70	05.8	7,347
inked	94	1	0620	33.70	05.1	7,442
scene	94	1	0621	33.70	05.1	7,513
nervy	94	1	0506	33.70	06.3	7,522
hiked	94	1	0627	33.70	05.1	7,565
miked	94	1	0656	33.70	04.8	7,943
eight	94	1	0632	33.70	05.0	7,948
cooed	94	1	0667	33.70	04.8	7,972
crypt	94	1	0713	33.70	04.4	7,990
vista	94	1	0647	33.70	04.9	8,028
logic	94	1	0716	33.70	04.4	8,192
moose	94	1	0606	33.70	05.2	8,276
kugel	94	1	0634	33.70	05.0	8,281
drool	94	1	0704	33.70	04.5	8,347
biked	94	1	0691	33.70	04.6	8,471
frosh	94	1	0756	33.70	04.2	8,770
shelf	94	1	0657	33.70	04.8	8,823
study	94	1	0761	33.70	04.2	9,053
vogue	94	1	0641	33.70	04.9	9,136
celeb	94	1	0786	33.70	04.0	9,202
drunk	94	1	0773	33.70	04.1	9,262
growl	94	1	0754	33.70	04.2	9,311
uncap	94	1	0731	33.70	04.3	9,379
ditch	94	1	0833	33.70	03.8	9,433
chive	94	1	0692	33.70	04.6	9,542
local	94	1	0730	33.70	04.3	9,575
stool	94	1	0804	33.70	03.9	9,639
tasty	94	1	0806	33.70	03.9	9,896
fetch	94	1	0660	33.70	04.8	9,943
nobly	94	1	0850	33.70	03.7	9,985
fluke	94	1	0684	33.70	04.6	10,013
defer	94	1	0849	33.70	03.7	10,078
