guess	qty	min	max 	ave 	lw/max	p2
twite	92	1	0714	34.44	04.4	9,889
umbra	92	1	0702	34.44	04.5	9,908
blech	92	1	0676	34.44	04.7	9,912
domed	92	1	0735	34.44	04.3	9,919
addio	92	1	0605	34.44	05.2	9,966
nooit	92	1	0845	34.44	03.8	9,982
gusli	92	1	0812	34.44	03.9	10,001
marvy	92	1	0777	34.44	04.1	10,006
goths	92	1	0852	34.44	03.7	10,011
machi	92	1	0751	34.44	04.2	10,025
welch	92	1	0682	34.44	04.7	10,089
outta	92	1	0624	34.44	05.1	10,125
solon	92	1	0852	34.44	03.7	10,134
humas	92	1	0778	34.44	04.1	10,157
garda	92	1	0805	34.44	03.9	10,174
empty	92	1	0731	34.44	04.3	10,192
regur	92	1	0683	34.44	04.6	10,223
dampy	92	1	0822	34.44	03.9	10,241
frigs	92	1	0788	34.44	04.0	10,245
plong	92	1	0869	34.44	03.7	10,261
kibla	92	1	0760	34.44	04.2	10,329
mixed	92	1	0772	34.44	04.1	10,338
chiba	92	1	0740	34.44	04.3	10,375
twins	92	1	0882	34.44	03.6	10,468
pygal	92	1	0823	34.44	03.9	10,528
ranga	92	1	0815	34.44	03.9	10,551
timps	92	1	0895	34.44	03.5	10,553
leech	92	1	0748	34.44	04.2	10,556
fille	92	1	0723	34.44	04.4	10,576
mutic	92	1	0865	34.44	03.7	10,624
twirk	92	1	0822	34.44	03.9	10,625
baloo	92	1	0796	34.44	04.0	10,662
stilt	92	1	0892	34.44	03.6	10,675
machs	92	1	0871	34.44	03.6	10,761
swang	92	1	0843	34.44	03.8	10,765
pivos	92	1	0809	34.44	03.9	10,793
ponor	92	1	0871	34.44	03.6	10,827
pashm	92	1	0875	34.44	03.6	10,833
stick	92	1	0899	34.44	03.5	10,896
munds	92	1	0849	34.44	03.7	10,926
tolly	92	1	0870	34.44	03.6	10,997
dally	92	1	0868	34.44	03.7	11,063
alaps	92	1	0879	34.44	03.6	11,104
twiny	92	1	0900	34.44	03.5	11,118
chang	92	1	0881	34.44	03.6	11,125
hansa	92	1	0901	34.44	03.5	11,130
hanky	92	1	0866	34.44	03.7	11,132
pitot	92	1	0866	34.44	03.7	11,139
palls	92	1	0879	34.44	03.6	11,152
curfs	92	1	0853	34.44	03.7	11,175
manta	92	1	0891	34.44	03.6	11,184
mothy	92	1	0904	34.44	03.5	11,192
cundy	92	1	0897	34.44	03.5	11,214
wived	92	1	0839	34.44	03.8	11,282
dough	92	1	0923	34.44	03.4	11,285
pling	92	1	0936	34.44	03.4	11,290
pulmo	92	1	0889	34.44	03.6	11,323
phwat	92	1	0866	34.44	03.7	11,367
dwang	92	1	0888	34.44	03.6	11,520
humid	92	1	0933	34.44	03.4	11,532
mincy	92	1	0937	34.44	03.4	11,539
cools	92	1	0896	34.44	03.5	11,570
talak	92	1	0918	34.44	03.5	11,606
coots	92	1	0925	34.44	03.4	11,667
grubs	92	1	0866	34.44	03.7	11,679
flamy	92	1	0919	34.44	03.5	11,749
again	92	1	0873	34.44	03.6	11,757
chefs	92	1	0758	34.44	04.2	11,787
brock	92	1	0924	34.44	03.4	11,790
stout	92	1	0924	34.44	03.4	11,810
piums	92	1	0949	34.44	03.3	11,851
bilal	92	1	0841	34.44	03.8	12,097
mitch	92	1	0967	34.44	03.3	12,110
dunch	92	1	0966	34.44	03.3	12,152
milch	92	1	0974	34.44	03.3	12,185
floor	92	1	0892	34.44	03.6	12,243
ghusl	92	1	0968	34.44	03.3	12,285
palay	92	1	0967	34.44	03.3	12,378
dinky	92	1	0978	34.44	03.2	12,425
clung	92	1	0989	34.44	03.2	12,614
polos	92	1	0957	34.44	03.3	12,685
pinks	92	1	0995	34.44	03.2	12,711
plums	92	1	0991	34.44	03.2	12,898
buhls	92	1	0992	34.44	03.2	13,415
mosto	92	1	1003	34.44	03.2	13,451
ginch	92	1	1056	34.44	03.0	13,696
bundy	92	1	1026	34.44	03.1	13,839
pshut	92	1	1075	34.44	03.0	13,938
thunk	92	1	1053	34.44	03.0	14,120
filch	92	1	1062	34.44	03.0	14,193
fling	92	1	1063	34.44	03.0	14,236
pinky	92	1	1074	34.44	03.0	14,355
stunt	92	1	1078	34.44	02.9	14,359
mulch	92	1	1091	34.44	02.9	14,795
borgo	92	1	1119	34.44	02.8	16,350
booth	92	1	1167	34.44	02.7	16,924
oaves	91	1	0312	34.81	10.2	4,463
tokes	91	1	0401	34.81	07.9	4,789
usher	91	1	0444	34.81	07.1	5,137
toked	91	1	0483	34.81	06.6	5,245
cakes	91	1	0449	34.81	07.1	5,285
lehua	91	1	0427	34.81	07.4	5,299
rears	91	1	0439	34.81	07.2	5,299
sears	91	1	0439	34.81	07.2	5,315
dyers	91	1	0430	34.81	07.4	5,328
avers	91	1	0426	34.81	07.4	5,422
rises	91	1	0490	34.81	06.5	5,658
taxed	91	1	0520	34.81	06.1	5,744
rafee	91	1	0574	34.81	05.5	5,751
lokey	91	1	0418	34.81	07.6	5,905
gytes	91	1	0464	34.81	06.8	5,921
syboe	91	1	0517	34.81	06.1	5,990
darks	91	1	0549	34.81	05.8	6,014
loses	91	1	0468	34.81	06.8	6,087
mazer	91	1	0528	34.81	06.0	6,095
noahs	91	1	0543	34.81	05.8	6,098
lymes	91	1	0461	34.81	06.9	6,099
retox	91	1	0495	34.81	06.4	6,169
owari	91	1	0362	34.81	08.8	6,176
dahls	91	1	0574	34.81	05.5	6,180
houri	91	1	0531	34.81	06.0	6,296
sairs	91	1	0551	34.81	05.8	6,302
awoke	91	1	0426	34.81	07.4	6,333
grays	91	1	0559	34.81	05.7	6,398
ranks	91	1	0590	34.81	05.4	6,454
waive	91	1	0492	34.81	06.4	6,543
takis	91	1	0613	34.81	05.2	6,642
katis	91	1	0613	34.81	05.2	6,672
hirer	91	1	0566	34.81	05.6	6,683
lises	91	1	0542	34.81	05.9	6,688
etage	91	1	0535	34.81	05.9	6,690
kaons	91	1	0601	34.81	05.3	6,709
doxie	91	1	0525	34.81	06.0	6,771
raree	91	1	0648	34.81	04.9	6,791
archi	91	1	0546	34.81	05.8	6,836
hikes	91	1	0534	34.81	05.9	6,982
abhor	91	1	0543	34.81	05.8	6,993
ethos	91	1	0600	34.81	05.3	6,995
woads	91	1	0585	34.81	05.4	7,010
semie	91	1	0626	34.81	05.1	7,021
clays	91	1	0645	34.81	04.9	7,065
vawte	91	1	0560	34.81	05.7	7,112
merks	91	1	0551	34.81	05.8	7,117
etyma	91	1	0581	34.81	05.5	7,148
hoves	91	1	0520	34.81	06.1	7,177
dosed	91	1	0566	34.81	05.6	7,180
oupas	91	1	0499	34.81	06.4	7,183
klieg	91	1	0584	34.81	05.4	7,194
ether	91	1	0630	34.81	05.0	7,226
mesyl	91	1	0573	34.81	05.5	7,245
dorks	91	1	0628	34.81	05.0	7,284
pokey	91	1	0486	34.81	06.5	7,305
bases	91	1	0547	34.81	05.8	7,316
pendu	91	1	0586	34.81	05.4	7,324
crews	91	1	0536	34.81	05.9	7,328
corgi	91	1	0647	34.81	04.9	7,349
dicts	91	1	0683	34.81	04.6	7,375
neski	91	1	0534	34.81	05.9	7,377
loxed	91	1	0605	34.81	05.2	7,381
arnas	91	1	0650	34.81	04.9	7,424
sahib	91	1	0628	34.81	05.0	7,430
redox	91	1	0615	34.81	05.2	7,432
tenon	91	1	0554	34.81	05.7	7,576
aweel	91	1	0621	34.81	05.1	7,578
etats	91	1	0567	34.81	05.6	7,596
kants	91	1	0710	34.81	04.5	7,632
scraw	91	1	0649	34.81	04.9	7,675
phobe	91	1	0548	34.81	05.8	7,688
ichor	91	1	0651	34.81	04.9	7,710
orgic	91	1	0647	34.81	04.9	7,799
redye	91	1	0664	34.81	04.8	7,815
slues	91	1	0605	34.81	05.2	7,828
repro	91	1	0580	34.81	05.5	7,836
wyted	91	1	0602	34.81	05.3	7,839
poses	91	1	0562	34.81	05.6	7,876
rerun	91	1	0567	34.81	05.6	7,883
skeer	91	1	0681	34.81	04.7	7,915
scrob	91	1	0678	34.81	04.7	7,916
woady	91	1	0644	34.81	04.9	7,958
peavy	91	1	0562	34.81	05.6	7,959
solas	91	1	0626	34.81	05.1	7,977
kheda	91	1	0504	34.81	06.3	7,992
gyros	91	1	0653	34.81	04.9	8,024
cukes	91	1	0608	34.81	05.2	8,067
namus	91	1	0695	34.81	04.6	8,076
fonda	91	1	0604	34.81	05.3	8,086
velds	91	1	0640	34.81	05.0	8,123
hyoid	91	1	0720	34.81	04.4	8,142
boked	91	1	0638	34.81	05.0	8,164
venae	91	1	0659	34.81	04.8	8,189
lovee	91	1	0694	34.81	04.6	8,190
reems	91	1	0640	34.81	05.0	8,233
kenaf	91	1	0542	34.81	05.9	8,256
rafik	91	1	0640	34.81	05.0	8,266
dhoni	91	1	0743	34.81	04.3	8,273
pixel	91	1	0656	34.81	04.8	8,294
dooce	91	1	0667	34.81	04.8	8,298
omlah	91	1	0623	34.81	05.1	8,328
reedy	91	1	0664	34.81	04.8	8,401
frags	91	1	0680	34.81	04.7	8,404
spahi	91	1	0632	34.81	05.0	8,407
pelfs	91	1	0608	34.81	05.2	8,460
agism	91	1	0657	34.81	04.8	8,492
rower	91	1	0665	34.81	04.8	8,525
aglus	91	1	0688	34.81	04.6	8,556
ensue	91	1	0617	34.81	05.1	8,579
adsum	91	1	0650	34.81	04.9	8,623
favor	91	1	0664	34.81	04.8	8,666
fidos	91	1	0701	34.81	04.5	8,669
kidge	91	1	0688	34.81	04.6	8,675
axoid	91	1	0597	34.81	05.3	8,689
unagi	91	1	0583	34.81	05.4	8,707
awork	91	1	0628	34.81	05.0	8,745
skeet	91	1	0731	34.81	04.3	8,778
noway	91	1	0643	34.81	04.9	8,820
docht	91	1	0785	34.81	04.0	8,883
diana	91	1	0756	34.81	04.2	8,896
newsy	91	1	0653	34.81	04.9	8,906
eensy	91	1	0628	34.81	05.0	8,931
cepes	91	1	0747	34.81	04.2	8,935
murre	91	1	0675	34.81	04.7	8,958
spang	91	1	0754	34.81	04.2	8,966
hangs	91	1	0769	34.81	04.1	8,978
puked	91	1	0712	34.81	04.5	8,998
redry	91	1	0664	34.81	04.8	9,020
drock	91	1	0779	34.81	04.1	9,078
bints	91	1	0812	34.81	03.9	9,092
lurks	91	1	0687	34.81	04.6	9,118
pavis	91	1	0705	34.81	04.5	9,122
kinos	91	1	0750	34.81	04.2	9,126
fetes	91	1	0756	34.81	04.2	9,170
cided	91	1	0720	34.81	04.4	9,216
stall	91	1	0761	34.81	04.2	9,234
silos	91	1	0735	34.81	04.3	9,256
elver	91	1	0726	34.81	04.4	9,257
gnash	91	1	0769	34.81	04.1	9,268
minds	91	1	0779	34.81	04.1	9,308
embay	91	1	0679	34.81	04.7	9,313
feers	91	1	0690	34.81	04.6	9,335
sebum	91	1	0631	34.81	05.0	9,344
roons	91	1	0732	34.81	04.3	9,380
diced	91	1	0720	34.81	04.4	9,399
ehing	91	1	0706	34.81	04.5	9,405
kneel	91	1	0729	34.81	04.4	9,407
tacky	91	1	0768	34.81	04.1	9,410
skeen	91	1	0738	34.81	04.3	9,417
leche	91	1	0748	34.81	04.2	9,448
sneck	91	1	0686	34.81	04.6	9,453
demes	91	1	0786	34.81	04.0	9,453
noups	91	1	0820	34.81	03.9	9,469
ficos	91	1	0737	34.81	04.3	9,471
maras	91	1	0772	34.81	04.1	9,487
seism	91	1	0626	34.81	05.1	9,514
magic	91	1	0749	34.81	04.2	9,530
splog	91	1	0798	34.81	04.0	9,535
prows	91	1	0772	34.81	04.1	9,582
oncus	91	1	0769	34.81	04.1	9,591
gatch	91	1	0814	34.81	03.9	9,594
mohua	91	1	0646	34.81	04.9	9,599
fibro	91	1	0745	34.81	04.3	9,649
binds	91	1	0797	34.81	04.0	9,728
barfy	91	1	0759	34.81	04.2	9,729
perry	91	1	0633	34.81	05.0	9,738
plowt	91	1	0817	34.81	03.9	9,754
chays	91	1	0769	34.81	04.1	9,755
rotty	91	1	0778	34.81	04.1	9,758
pakul	91	1	0802	34.81	04.0	9,760
yogin	91	1	0814	34.81	03.9	9,762
testy	91	1	0677	34.81	04.7	9,767
allin	91	1	0739	34.81	04.3	9,830
gaitt	91	1	0800	34.81	04.0	10,020
rumpo	91	1	0787	34.81	04.0	10,022
ngoma	91	1	0695	34.81	04.6	10,055
mikan	91	1	0763	34.81	04.2	10,077
edger	91	1	0809	34.81	03.9	10,084
incus	91	1	0805	34.81	03.9	10,105
deeps	91	1	0790	34.81	04.0	10,136
tinks	91	1	0868	34.81	03.7	10,142
khets	91	1	0708	34.81	04.5	10,158
flams	91	1	0804	34.81	03.9	10,223
wecht	91	1	0672	34.81	04.7	10,244
neive	91	1	0801	34.81	04.0	10,254
toxin	91	1	0833	34.81	03.8	10,278
dodge	91	1	0752	34.81	04.2	10,288
maill	91	1	0815	34.81	03.9	10,346
bawls	91	1	0830	34.81	03.8	10,368
tenth	91	1	0678	34.81	04.7	10,384
plavs	91	1	0812	34.81	03.9	10,406
natty	91	1	0803	34.81	04.0	10,439
dwalm	91	1	0848	34.81	03.7	10,462
grebe	91	1	0826	34.81	03.8	10,486
pligs	91	1	0864	34.81	03.7	10,497
birch	91	1	0848	34.81	03.7	10,512
dolos	91	1	0802	34.81	04.0	10,527
knaps	91	1	0813	34.81	03.9	10,532
dinks	91	1	0852	34.81	03.7	10,565
hefty	91	1	0731	34.81	04.3	10,579
delly	91	1	0722	34.81	04.4	10,710
manat	91	1	0891	34.81	03.6	10,761
blaws	91	1	0830	34.81	03.8	10,807
molal	91	1	0770	34.81	04.1	10,892
klang	91	1	0861	34.81	03.7	10,923
knoud	91	1	0905	34.81	03.5	11,048
bhuna	91	1	0785	34.81	04.0	11,055
cruor	91	1	0907	34.81	03.5	11,172
whelp	91	1	0690	34.81	04.6	11,178
barry	91	1	0841	34.81	03.8	11,187
gothy	91	1	0897	34.81	03.5	11,216
snowy	91	1	0908	34.81	03.5	11,232
lying	91	1	0905	34.81	03.5	11,232
dimbo	91	1	0857	34.81	03.7	11,252
awing	91	1	0782	34.81	04.1	11,282
bauks	91	1	0854	34.81	03.7	11,290
droop	91	1	0896	34.81	03.5	11,415
frush	91	1	0893	34.81	03.6	11,432
molla	91	1	0770	34.81	04.1	11,459
glibs	91	1	0886	34.81	03.6	11,478
boink	91	1	0921	34.81	03.4	11,486
marah	91	1	0889	34.81	03.6	11,497
bothy	91	1	0916	34.81	03.5	11,535
slaps	91	1	0879	34.81	03.6	11,569
ruchy	91	1	0854	34.81	03.7	11,606
ville	91	1	0774	34.81	04.1	11,626
wring	91	1	0895	34.81	03.5	11,650
haram	91	1	0889	34.81	03.6	11,657
nifty	91	1	0908	34.81	03.5	11,735
patty	91	1	0887	34.81	03.6	11,936
glial	91	1	0848	34.81	03.7	11,994
burra	91	1	0815	34.81	03.9	12,000
cleve	91	1	0878	34.81	03.6	12,089
dying	91	1	0965	34.81	03.3	12,175
crwth	91	1	0933	34.81	03.4	12,266
cuing	91	1	0985	34.81	03.2	12,271
dumka	91	1	0827	34.81	03.8	12,283
fauch	91	1	0910	34.81	03.5	12,325
balls	91	1	0924	34.81	03.4	12,491
clomb	91	1	0981	34.81	03.2	12,565
gifts	91	1	0962	34.81	03.3	12,595
fleck	91	1	0743	34.81	04.3	12,641
ponto	91	1	0978	34.81	03.2	12,740
packy	91	1	0944	34.81	03.4	12,775
smoot	91	1	1003	34.81	03.2	13,000
shawm	91	1	0941	34.81	03.4	13,025
begum	91	1	0767	34.81	04.1	13,093
pally	91	1	0967	34.81	03.3	13,107
droob	91	1	0979	34.81	03.2	13,219
wheft	91	1	0775	34.81	04.1	13,384
moots	91	1	1003	34.81	03.2	13,548
pucka	91	1	0905	34.81	03.5	13,587
gouch	91	1	1043	34.81	03.0	13,628
fusty	91	1	1022	34.81	03.1	13,790
codon	91	1	1038	34.81	03.1	13,793
midgy	91	1	1033	34.81	03.1	13,983
fitch	91	1	1055	34.81	03.0	14,218
cabal	91	1	1065	34.81	03.0	14,236
bingy	91	1	1082	34.81	02.9	14,767
chows	91	1	1070	34.81	03.0	15,115
lumpy	91	1	1087	34.81	02.9	15,128
chiks	91	1	1089	34.81	02.9	15,242
pushy	91	1	1110	34.81	02.9	15,283
wodgy	91	1	1088	34.81	02.9	15,316
bough	91	1	1109	34.81	02.9	15,317
groom	91	1	1080	34.81	02.9	15,582
fungo	91	1	1089	34.81	02.9	15,697
bulks	91	1	1102	34.81	02.9	15,902
bromo	91	1	1101	34.81	02.9	16,101
adieu	90	1	0354	35.20	09.0	4,006
nairu	90	1	0386	35.20	08.2	4,261
oyers	90	1	0429	35.20	07.4	4,900
rokey	90	1	0393	35.20	08.1	5,136
aizle	90	1	0401	35.20	07.9	5,454
esrog	90	1	0427	35.20	07.4	5,574
diyas	90	1	0469	35.20	06.8	5,662
asset	90	1	0464	35.20	06.8	5,710
hovea	90	1	0367	35.20	08.6	5,725
lythe	90	1	0437	35.20	07.3	5,794
sades	90	1	0519	35.20	06.1	5,867
nerks	90	1	0465	35.20	06.8	5,946
nerfs	90	1	0464	35.20	06.8	6,058
doabs	90	1	0534	35.20	05.9	6,088
paves	90	1	0507	35.20	06.3	6,092
seirs	90	1	0490	35.20	06.5	6,130
rappe	90	1	0521	35.20	06.1	6,174
abeer	90	1	0565	35.20	05.6	6,196
apods	90	1	0502	35.20	06.3	6,317
oches	90	1	0440	35.20	07.2	6,317
lurex	90	1	0506	35.20	06.3	6,343
niner	90	1	0534	35.20	05.9	6,351
nixer	90	1	0532	35.20	06.0	6,372
tryer	90	1	0501	35.20	06.3	6,395
obias	90	1	0456	35.20	07.0	6,450
asdic	90	1	0512	35.20	06.2	6,450
baize	90	1	0461	35.20	06.9	6,552
scrag	90	1	0583	35.20	05.4	6,553
luxer	90	1	0506	35.20	06.3	6,596
draws	90	1	0569	35.20	05.6	6,638
soras	90	1	0550	35.20	05.8	6,695
bowie	90	1	0491	35.20	06.5	6,811
poilu	90	1	0616	35.20	05.1	6,842
meloe	90	1	0595	35.20	05.3	6,843
yauds	90	1	0580	35.20	05.5	6,861
unwet	90	1	0535	35.20	05.9	6,900
octli	90	1	0575	35.20	05.5	6,915
kohen	90	1	0490	35.20	06.5	6,921
nolle	90	1	0513	35.20	06.2	6,923
sakti	90	1	0613	35.20	05.2	6,929
trayf	90	1	0610	35.20	05.2	6,938
acidy	90	1	0554	35.20	05.7	6,947
apnea	90	1	0539	35.20	05.9	6,972
mazel	90	1	0548	35.20	05.8	6,994
cives	90	1	0573	35.20	05.5	7,017
yourn	90	1	0638	35.20	05.0	7,048
sines	90	1	0562	35.20	05.6	7,053
ephas	90	1	0551	35.20	05.8	7,088
meiko	90	1	0511	35.20	06.2	7,106
rawer	90	1	0598	35.20	05.3	7,148
yogas	90	1	0565	35.20	05.6	7,167
wadis	90	1	0591	35.20	05.4	7,208
taxol	90	1	0590	35.20	05.4	7,214
rolfs	90	1	0586	35.20	05.4	7,217
abele	90	1	0596	35.20	05.3	7,245
hoked	90	1	0572	35.20	05.5	7,247
easts	90	1	0567	35.20	05.6	7,256
seils	90	1	0542	35.20	05.9	7,281
varus	90	1	0613	35.20	05.2	7,328
nempt	90	1	0527	35.20	06.0	7,342
appel	90	1	0544	35.20	05.8	7,346
ovule	90	1	0529	35.20	06.0	7,366
niece	90	1	0631	35.20	05.0	7,390
raiah	90	1	0634	35.20	05.0	7,433
yelms	90	1	0573	35.20	05.5	7,463
piper	90	1	0603	35.20	05.3	7,508
narky	90	1	0624	35.20	05.1	7,525
peage	90	1	0618	35.20	05.1	7,550
conex	90	1	0558	35.20	05.7	7,617
kelty	90	1	0589	35.20	05.4	7,617
styli	90	1	0661	35.20	04.8	7,674
berks	90	1	0578	35.20	05.5	7,678
savoy	90	1	0620	35.20	05.1	7,678
kefir	90	1	0563	35.20	05.6	7,744
detox	90	1	0593	35.20	05.3	7,772
vitas	90	1	0647	35.20	04.9	7,823
pioys	90	1	0667	35.20	04.8	7,891
norks	90	1	0658	35.20	04.8	7,893
tells	90	1	0568	35.20	05.6	7,907
aspic	90	1	0605	35.20	05.2	7,961
dynos	90	1	0678	35.20	04.7	8,002
decko	90	1	0579	35.20	05.5	8,007
datto	90	1	0625	35.20	05.1	8,029
raddi	90	1	0588	35.20	05.4	8,052
unhat	90	1	0656	35.20	04.8	8,054
guaco	90	1	0580	35.20	05.5	8,104
koaps	90	1	0645	35.20	04.9	8,128
nuked	90	1	0646	35.20	04.9	8,145
sials	90	1	0674	35.20	04.7	8,184
kreen	90	1	0700	35.20	04.5	8,211
wiver	90	1	0657	35.20	04.8	8,282
frore	90	1	0641	35.20	04.9	8,285
pombe	90	1	0609	35.20	05.2	8,299
leges	90	1	0682	35.20	04.7	8,332
barfs	90	1	0684	35.20	04.6	8,346
getup	90	1	0585	35.20	05.4	8,362
shies	90	1	0620	35.20	05.1	8,446
yangs	90	1	0720	35.20	04.4	8,546
fauns	90	1	0719	35.20	04.4	8,565
coact	90	1	0685	35.20	04.6	8,573
smorg	90	1	0722	35.20	04.4	8,586
amyls	90	1	0703	35.20	04.5	8,621
adown	90	1	0640	35.20	05.0	8,649
lahar	90	1	0702	35.20	04.5	8,657
lowts	90	1	0736	35.20	04.3	8,688
omdah	90	1	0634	35.20	05.0	8,690
geode	90	1	0752	35.20	04.2	8,695
pises	90	1	0652	35.20	04.9	8,702
simba	90	1	0642	35.20	04.9	8,724
rally	90	1	0661	35.20	04.8	8,740
below	90	1	0578	35.20	05.5	8,743
yacht	90	1	0746	35.20	04.3	8,745
prowl	90	1	0713	35.20	04.4	8,754
unwed	90	1	0666	35.20	04.8	8,764
genes	90	1	0718	35.20	04.4	8,779
dizen	90	1	0693	35.20	04.6	8,791
mises	90	1	0626	35.20	05.1	8,800
mixte	90	1	0637	35.20	05.0	8,822
derry	90	1	0664	35.20	04.8	8,828
evict	90	1	0620	35.20	05.1	8,841
krang	90	1	0723	35.20	04.4	8,926
miraa	90	1	0674	35.20	04.7	8,926
upsee	90	1	0732	35.20	04.3	8,928
drubs	90	1	0705	35.20	04.5	8,932
hilus	90	1	0774	35.20	04.1	8,944
tsuba	90	1	0689	35.20	04.6	8,971
peyse	90	1	0696	35.20	04.6	8,979
fumes	90	1	0650	35.20	04.9	8,983
sheng	90	1	0671	35.20	04.7	9,042
ycond	90	1	0792	35.20	04.0	9,045
lasts	90	1	0761	35.20	04.2	9,060
pilaw	90	1	0701	35.20	04.5	9,083
pilaf	90	1	0713	35.20	04.4	9,216
deave	90	1	0759	35.20	04.2	9,222
hinds	90	1	0781	35.20	04.1	9,245
dowts	90	1	0766	35.20	04.1	9,265
sista	90	1	0693	35.20	04.6	9,283
pahus	90	1	0756	35.20	04.2	9,283
doors	90	1	0721	35.20	04.4	9,301
unrig	90	1	0756	35.20	04.2	9,301
vouge	90	1	0641	35.20	04.9	9,316
steek	90	1	0731	35.20	04.3	9,335
teems	90	1	0684	35.20	04.6	9,377
lorry	90	1	0730	35.20	04.3	9,384
ulmos	90	1	0772	35.20	04.1	9,385
letty	90	1	0656	35.20	04.8	9,403
swerf	90	1	0637	35.20	05.0	9,404
ictus	90	1	0780	35.20	04.1	9,453
lacks	90	1	0791	35.20	04.0	9,458
mirks	90	1	0744	35.20	04.3	9,518
raddy	90	1	0694	35.20	04.6	9,539
anion	90	1	0622	35.20	05.1	9,553
kluge	90	1	0634	35.20	05.0	9,557
mooed	90	1	0735	35.20	04.3	9,644
ritts	90	1	0771	35.20	04.1	9,680
swarf	90	1	0733	35.20	04.3	9,681
knife	90	1	0654	35.20	04.8	9,701
anlas	90	1	0773	35.20	04.1	9,733
dishy	90	1	0782	35.20	04.1	9,744
fiked	90	1	0731	35.20	04.3	9,748
saiga	90	1	0784	35.20	04.0	9,760
frogs	90	1	0760	35.20	04.2	9,875
flegs	90	1	0631	35.20	05.0	9,899
duett	90	1	0700	35.20	04.5	9,980
birks	90	1	0762	35.20	04.2	9,981
tenty	90	1	0711	35.20	04.5	10,010
hedgy	90	1	0657	35.20	04.8	10,024
taboo	90	1	0743	35.20	04.3	10,030
lieve	90	1	0774	35.20	04.1	10,048
soldo	90	1	0802	35.20	04.0	10,106
kevil	90	1	0677	35.20	04.7	10,147
theme	90	1	0765	35.20	04.1	10,161
cowls	90	1	0815	35.20	03.9	10,190
emery	90	1	0632	35.20	05.0	10,235
heeds	90	1	0764	35.20	04.2	10,305
kalif	90	1	0798	35.20	04.0	10,388
fancy	90	1	0833	35.20	03.8	10,440
gyrus	90	1	0765	35.20	04.1	10,453
mtepe	90	1	0783	35.20	04.1	10,463
supes	90	1	0732	35.20	04.3	10,466
dight	90	1	0864	35.20	03.7	10,486
dools	90	1	0802	35.20	04.0	10,510
vomit	90	1	0831	35.20	03.8	10,532
khats	90	1	0826	35.20	03.8	10,547
varia	90	1	0764	35.20	04.2	10,558
knits	90	1	0868	35.20	03.7	10,559
snool	90	1	0852	35.20	03.7	10,560
nucha	90	1	0763	35.20	04.2	10,686
limps	90	1	0861	35.20	03.7	10,704
bowrs	90	1	0805	35.20	03.9	10,717
tapas	90	1	0885	35.20	03.6	10,770
subha	90	1	0765	35.20	04.1	10,811
cymol	90	1	0872	35.20	03.6	10,815
tamal	90	1	0874	35.20	03.6	10,845
gotta	90	1	0732	35.20	04.3	10,888
vobla	90	1	0752	35.20	04.2	10,942
marry	90	1	0832	35.20	03.8	10,950
hongi	90	1	0853	35.20	03.7	10,957
ghoul	90	1	0877	35.20	03.6	10,963
plonk	90	1	0887	35.20	03.6	11,040
talma	90	1	0874	35.20	03.6	11,042
murgi	90	1	0829	35.20	03.8	11,141
still	90	1	0892	35.20	03.6	11,149
blawn	90	1	0871	35.20	03.6	11,153
oping	90	1	0851	35.20	03.7	11,154
works	90	1	0836	35.20	03.8	11,185
nitto	90	1	0845	35.20	03.8	11,187
gauch	90	1	0873	35.20	03.6	11,202
honor	90	1	0870	35.20	03.6	11,238
hongs	90	1	0906	35.20	03.5	11,253
rumps	90	1	0842	35.20	03.8	11,341
conks	90	1	0903	35.20	03.5	11,378
labia	90	1	0841	35.20	03.8	11,379
rumbo	90	1	0846	35.20	03.7	11,386
sinky	90	1	0928	35.20	03.4	11,440
polio	90	1	0880	35.20	03.6	11,454
haats	90	1	0927	35.20	03.4	11,485
petty	90	1	0722	35.20	04.4	11,518
madid	90	1	0818	35.20	03.9	11,528
tabla	90	1	0905	35.20	03.5	11,543
menge	90	1	0865	35.20	03.7	11,571
mongs	90	1	0913	35.20	03.5	11,598
wheel	90	1	0846	35.20	03.7	11,632
duped	90	1	0825	35.20	03.8	11,633
wormy	90	1	0887	35.20	03.6	11,731
lushy	90	1	0913	35.20	03.5	11,752
basta	90	1	0908	35.20	03.5	11,786
bunds	90	1	0878	35.20	03.6	11,798
hasta	90	1	0927	35.20	03.4	11,824
focus	90	1	0894	35.20	03.5	11,853
galas	90	1	0911	35.20	03.5	11,853
pings	90	1	0942	35.20	03.4	11,862
barca	90	1	0909	35.20	03.5	11,887
musse	90	1	0735	35.20	04.3	11,911
kilps	90	1	0921	35.20	03.4	11,930
gipsy	90	1	0944	35.20	03.4	11,945
varan	90	1	0890	35.20	03.6	11,947
baals	90	1	0924	35.20	03.4	12,018
madal	90	1	0938	35.20	03.4	12,068
flawn	90	1	0898	35.20	03.5	12,083
flips	90	1	0929	35.20	03.4	12,127
mings	90	1	0942	35.20	03.4	12,223
width	90	1	0941	35.20	03.4	12,256
gundi	90	1	0956	35.20	03.3	12,544
garam	90	1	0932	35.20	03.4	12,620
myops	90	1	0950	35.20	03.3	12,640
dooly	90	1	0957	35.20	03.3	12,658
plock	90	1	0965	35.20	03.3	12,684
swamp	90	1	0929	35.20	03.4	12,725
droog	90	1	0955	35.20	03.3	12,839
marga	90	1	0932	35.20	03.4	12,859
